STATION,DATE,AWND,EVAP,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDMV,WESD,WSFM,WT01,WT03,WT07,WT14,WT16,WT17
USW00094728,12/17/2012,4.1,,95,92,100,0,0,,6.1,4.4,,,,,,1,,,,1,
USW00094728,12/18/2012,3.3,,81,63,100,0,0,,12.2,6.1,,,,,,1,,,,1,
USW00094728,12/19/2012,4.2,,53,42,65,0,0,,8.3,3.9,,,,,,,,,,,
USW00094728,12/20/2012,2.4,,65,51,89,0,0,,8.3,1.7,,,,,,1,,,,1,
USW00094728,12/21/2012,4.6,,75,60,96,0,0,,13.3,2.2,,,,,,1,,,,1,
USW00094728,12/22/2012,5.5,,54,42,79,0,0,,3.3,2.2,,,,,,,,,,,
USW00094728,12/23/2012,3.1,,48,33,61,0,0,,5.6,1.7,,,,,,,,,,,
USW00094728,12/24/2012,1.6,,61,48,97,0,0,,4.4,0.6,,,,,,1,,,,,
USW00094728,12/25/2012,2.5,,77,60,97,0,0,,5,0,,,,,,1,,,,1,
USW00094728,12/26/2012,6.2,,80,63,96,10,0,,3.9,-2.2,,,,,,1,,,,1,
USW00094728,12/27/2012,5.6,,79,61,97,0,0,,3.9,-1.1,,,,,,1,,,,1,
USW00094728,12/28/2012,3.3,,63,54,72,0,0,,2.8,-1.1,,,,,,,,,,,
USW00094728,12/29/2012,2.7,,83,66,97,0,0,,1.1,-1.1,,,,,,1,,,,1,
USW00094728,12/30/2012,5.1,,53,42,73,0,0,,1.1,-2.2,,,,,,,,,,,
USW00094728,12/31/2012,3.4,,55,48,64,0,0,,3.3,-2.2,,,,,,,,,,,
USW00094728,1/1/2013,3.1,,56,46,65,0,0,,4.4,-3.3,,,,,,,,,,,
USW00094728,1/2/2013,2.6,,50,41,57,0,0,,0.6,-5.6,,,,,,,,,,,
USW00094728,1/3/2013,2,,55,43,66,0,0,,0,-4.4,,,,,,,,,,,
USW00094728,1/4/2013,3.6,,55,48,61,0,0,,2.8,-1.1,,,,,,,,,,,
USW00094728,1/5/2013,3,,49,41,56,0,0,,5.6,0,,,,,,,,,,,
USW00094728,1/6/2013,3,,61,44,89,0,0,,7.8,1.1,,,,,,,,,,,
USW00094728,1/7/2013,2.4,,50,37,65,0,0,,7.2,2.8,,,,,,,,,,,
USW00094728,1/8/2013,2.9,,58,48,70,0,0,,8.9,1.7,,,,,,,,,,,
USW00094728,1/9/2013,1.8,,62,54,73,0,0,,9.4,3.9,,,,,,,,,,,
USW00094728,1/10/2013,3,,44,34,60,0,0,,8.3,4.4,,,,,,,,,,,
USW00094728,1/11/2013,2,,71,49,97,0,0,,7.8,2.8,,,,,,,,,,1,
USW00094728,1/12/2013,1.7,,94,86,97,0,0,,8.3,5.6,,,,,,1,,,,1,
USW00094728,1/13/2013,1.2,,93,83,100,0,0,,10,6.1,,,,,,1,,,,,
USW00094728,1/14/2013,2.2,,73,48,100,0,0,,13.3,3.3,,,,,,1,,,,1,
USW00094728,1/15/2013,3.1,,66,55,89,0,0,,3.3,1.7,,,,,,1,,,,1,
USW00094728,1/16/2013,2.2,,92,79,96,0,0,,2.8,0,,,,,,,,,,1,
USW00094728,1/17/2013,2.5,,59,49,79,0,0,,6.1,1.7,,,,,,,,,,,
USW00094728,1/18/2013,3,,44,30,61,0,0,,1.7,-3.9,,,,,,,,,,,
USW00094728,1/19/2013,4.4,,48,33,64,0,0,,10.6,-1.1,,,,,,,,,,,
USW00094728,1/20/2013,4.9,,42,19,63,0,0,,11.7,-1.1,,,,,,,,,,,
USW00094728,1/21/2013,2.3,,46,37,60,0,0,,0,-3.3,,,,,,,,,,,
USW00094728,1/22/2013,4.7,,43,27,59,0,0,,-2.8,-10.6,,,,,,,,,,,
USW00094728,1/23/2013,3.5,,42,31,51,0,0,,-6.7,-11.7,,,,,,,,,,,
USW00094728,1/24/2013,3.8,,44,29,61,0,0,,-5.6,-11.1,,,,,,,,,,,
USW00094728,1/25/2013,3,,59,40,81,38,0,,-4.4,-10.6,,,,,,,,,,,
USW00094728,1/26/2013,3,,57,40,77,0,51,,-2.8,-9.4,,,,,,,,,,,
USW00094728,1/27/2013,2.6,,47,33,68,0,25,,1.1,-7.2,,,,,,,,,,,
USW00094728,1/28/2013,2.1,,74,43,92,0,25,,2.2,-1.7,,,,,,,,,,1,
USW00094728,1/29/2013,2,,83,71,93,0,0,,9.4,2.2,,,,,,,,,,1,
USW00094728,1/30/2013,2.3,,90,78,100,0,0,,15,3.9,,,,,,1,,,,1,
USW00094728,1/31/2013,5.5,,54,33,93,0,0,,16.1,-1.1,,,,,,1,,,,1,
USW00094728,2/1/2013,3.8,,46,33,60,0,0,,-0.6,-4.4,,,,,,,,,,,
USW00094728,2/2/2013,2.9,,51,34,81,3,0,,-1.7,-7.2,,,,,,,,,,,
USW00094728,2/3/2013,1.6,,68,54,81,8,0,,-1.1,-4.4,,,,,,,,,,,
USW00094728,2/4/2013,3.3,,47,39,69,0,0,,-1.1,-5,,,,,,,,,,,
USW00094728,2/5/2013,2.2,,80,56,89,10,0,,0,-2.2,,,,,,,,,,,
USW00094728,2/6/2013,2.1,,57,28,92,0,0,,3.9,-1.7,,,,,,,,,,,
USW00094728,2/7/2013,2.6,,43,31,66,0,0,,0,-3.3,,,,,,,,,,,
USW00094728,2/8/2013,6.1,,87,66,96,160,0,,1.1,-2.8,,,,,,1,,,,1,
USW00094728,2/9/2013,3.8,,62,35,92,130,279,,0,-6.1,,,,,,,,,,,
USW00094728,2/10/2013,1.4,,52,35,65,0,254,,2.2,-7.8,,,,,,,,,,,
USW00094728,2/11/2013,1.6,,89,46,97,0,229,,7.2,1.1,,,,,,1,,,,1,
USW00094728,2/12/2013,3.8,,52,45,85,0,102,,6.7,2.2,,,,,,,,,,,
USW00094728,2/13/2013,1.5,,57,41,89,0,0,,6.7,0.6,,,,,,1,,,,,
USW00094728,2/14/2013,1.8,,64,38,89,0,0,,7.8,0.6,,,,,,1,,,,,
USW00094728,2/15/2013,2.7,,62,43,73,0,0,,12.8,2.8,,,,,,,,,,,
USW00094728,2/16/2013,3.2,,65,47,89,0,0,,5,-0.6,,,,,,1,,,,1,
USW00094728,2/17/2013,5.5,,37,26,47,0,0,,0,-7.8,,,,,,,,,,,
USW00094728,2/18/2013,3.7,,39,28,49,0,0,,1.7,-8.3,,,,,,,,,,,
USW00094728,2/19/2013,3,,62,37,90,0,0,,9.4,0.6,,,,,,1,,,,1,
USW00094728,2/20/2013,5.4,,45,36,53,0,0,,3.3,-3.9,,,,,,,,,,,
USW00094728,2/21/2013,4.5,,48,38,58,0,0,,1.1,-4.4,,,,,,,,,,,
USW00094728,2/22/2013,3.2,,62,50,76,0,0,,3.3,-3.9,,,,,,,,,,,
USW00094728,2/23/2013,4,,92,76,96,0,0,,5.6,2.2,,,,,,1,,,,1,
USW00094728,2/24/2013,3.2,,70,51,93,0,0,,8.3,1.1,,,,,,1,,,1,,
USW00094728,2/25/2013,2.1,,55,44,67,0,0,,7.2,0,,,,,,,,,,,
USW00094728,2/26/2013,3.4,,71,58,93,0,0,,6.7,1.7,,,,,,,,,,1,
USW00094728,2/27/2013,5,,86,66,97,0,0,,8.3,2.2,,,,,,1,,,,1,
USW00094728,2/28/2013,2,,60,48,76,0,0,,10.6,3.9,,,,,,,,,,1,
USW00094728,3/1/2013,2.4,,61,45,76,0,0,,7.2,2.2,,,,,,,,,,,
USW00094728,3/2/2013,3.4,,60,50,79,0,0,,4.4,-0.6,,,,,,,,,,,
USW00094728,3/3/2013,3.4,,53,41,69,0,0,,4.4,-1.7,,,,,,,,,,,
USW00094728,3/4/2013,4.6,,51,40,63,0,0,,5.6,-2.8,,,,,,,,,,,
USW00094728,3/5/2013,3.2,,50,37,64,0,0,,9.4,-0.6,,,,,,,,,,,
USW00094728,3/6/2013,6.9,,68,57,79,0,0,,5.6,3.3,,,,,,,,,,,
USW00094728,3/7/2013,4.5,,78,62,92,0,0,,3.3,0.6,,,,,,,,,,,
USW00094728,3/8/2013,3.4,,80,53,96,102,51,,5.6,-0.6,,,,,,1,,,,,
USW00094728,3/9/2013,2.7,,40,22,62,0,51,,12.8,1.7,,,,,,,,,,,
USW00094728,3/10/2013,2.1,,71,58,82,0,0,,10,2.2,,,,,,,,,,,
USW00094728,3/11/2013,2.9,,80,66,90,0,0,,12.2,4.4,,,,,,,,,,,
USW00094728,3/12/2013,3.6,,85,66,93,0,0,,13.9,6.1,,,,,,1,,,,1,
USW00094728,3/13/2013,2.8,,52,32,73,0,0,,11.1,3.3,,,,,,,,,,,
USW00094728,3/14/2013,5.1,,36,24,59,0,0,,5,-1.7,,,,,,,,,,,
USW00094728,3/15/2013,3.5,,45,39,56,0,0,,8.3,-1.1,,,,,,,,,,,
USW00094728,3/16/2013,1.7,,69,46,92,8,0,,5,0,,,,,,1,,,,,
USW00094728,3/17/2013,2.7,,48,34,82,0,0,,3.3,-1.7,,,,,,,,,,,
USW00094728,3/18/2013,4.3,,63,36,96,76,0,,1.7,-2.2,,,,,,,,,,1,
USW00094728,3/19/2013,4.3,,80,62,93,0,51,,6.1,0.6,,,,,,1,,,,1,
USW00094728,3/20/2013,3.4,,42,30,59,0,0,,7.2,0,,,,,,,,,,,
USW00094728,3/21/2013,2.9,,45,31,79,0,0,,4.4,-1.1,,,,,,,,,,,
USW00094728,3/22/2013,4,,46,36,58,0,0,,5,-2.2,,,,,,,,,,,
USW00094728,3/23/2013,4.3,,41,31,57,0,0,,7.8,0,,,,,,,,,,,
USW00094728,3/24/2013,2.3,,46,34,58,0,0,,8.3,0.6,,,,,,,,,,,
USW00094728,3/25/2013,4,,72,53,89,0,0,,4.4,2.2,,,,,,,,,,1,
USW00094728,3/26/2013,2.1,,50,33,73,0,0,,11.7,2.8,,,,,,,,,,,
USW00094728,3/27/2013,2.5,,47,27,63,0,0,,11.7,2.2,,,,,,,,,,,
USW00094728,3/28/2013,2.6,,53,41,68,0,0,,10.6,2.8,,,,,,,,,,1,
USW00094728,3/29/2013,2.5,,45,31,63,0,0,,12.8,4.4,,,,,,,,,,,
USW00094728,3/30/2013,1.9,,41,19,63,0,0,,15,4.4,,,,,,,,,,,
USW00094728,3/31/2013,2.8,,60,32,96,0,0,,12.2,6.7,,,,,,1,,,,1,
USW00094728,4/1/2013,2.9,,62,31,93,0,0,,16.7,2.8,,,,,,,,,,,
USW00094728,4/2/2013,4.3,,33,23,45,0,0,,6.1,0.6,,,,,,,,,,,
USW00094728,4/3/2013,4.8,,31,22,42,0,0,,7.8,0.6,,,,,,,,,,,
USW00094728,4/4/2013,2.6,,41,26,54,0,0,,11.7,0.6,,,,,,,,,,,
USW00094728,4/5/2013,2.5,,36,17,58,0,0,,17.8,5,,,,,,,,,,,
USW00094728,4/6/2013,2.7,,36,15,60,0,0,,11.1,1.7,,,,,,,,,,,
USW00094728,4/7/2013,3.2,,58,41,69,0,0,,12.8,4.4,,,,,,,,,,,
USW00094728,4/8/2013,1.9,,54,27,80,0,0,,22.8,10.6,,,,,,,,,,,
USW00094728,4/9/2013,2.2,,43,16,86,0,0,,27.8,10.6,,,,,,,,,,,
USW00094728,4/10/2013,2.2,,65,44,97,0,0,,23.3,12.8,,,,,,1,,,,,
USW00094728,4/11/2013,2.8,,76,60,96,0,0,,15.6,8.3,,,,,,1,,,,,
USW00094728,4/12/2013,5,,87,73,93,0,0,,8.3,5,,,,,,,,,,,
USW00094728,4/13/2013,1.3,,64,42,93,0,0,,14.4,5,,,,,,1,,,,,
USW00094728,4/14/2013,2.6,,40,29,61,0,0,,13.9,7.8,,,,,,,,,,,
USW00094728,4/15/2013,2.6,,47,32,71,0,0,,15,6.7,,,,,,,,,,,
USW00094728,4/16/2013,2.9,,70,60,77,0,0,,17.2,8.3,,,,,,,,,,,
USW00094728,4/17/2013,2.4,,51,28,90,0,0,,21.7,12.8,,,,,,,,,,,
USW00094728,4/18/2013,2.7,,68,41,97,0,0,,15,10.6,,,,,,1,,,,,
USW00094728,4/19/2013,3.2,,80,64,96,0,0,,21.7,12.8,,,,,,1,,,,,
USW00094728,4/20/2013,3.8,,45,26,86,0,0,,15.6,6.1,,,,,,1,,,,,
USW00094728,4/21/2013,2.2,,40,22,56,0,0,,12.8,2.8,,,,,,,,,,,
USW00094728,4/22/2013,4.3,,53,39,68,0,0,,12.8,5,,,,,,,,,,,
USW00094728,4/23/2013,3.9,,68,61,79,0,0,,11.7,5,,,,,,,,,,,
USW00094728,4/24/2013,2.2,,68,45,80,0,0,,20.6,6.7,,,,,,,,,,,
USW00094728,4/25/2013,2.4,,36,17,72,0,0,,18.9,7.8,,,,,,,,,,,
USW00094728,4/26/2013,1.5,,34,18,46,0,0,,19.4,10,,,,,,,,,,,
USW00094728,4/27/2013,2.1,,31,18,48,0,0,,21.7,8.9,,,,,,,,,,,
USW00094728,4/28/2013,2,,40,21,62,0,0,,20.6,10.6,,,,,,,,,,,
USW00094728,4/29/2013,2.3,,73,62,87,0,0,,13.9,11.1,,,,,,1,,,,,
USW00094728,4/30/2013,2.4,,44,18,86,0,0,,20,10.6,,,,,,,,,,,
USW00094728,5/1/2013,2.1,,48,28,69,0,0,,20.6,8.3,,,,,,,,,,,
USW00094728,5/2/2013,1.6,,50,27,80,0,0,,22.2,9.4,,,,,,,,,,,
USW00094728,5/3/2013,2.9,,56,34,83,0,0,,18.9,9.4,,,,,,,,,,,
USW00094728,5/4/2013,2.6,,61,35,83,0,0,,20.6,8.9,,,,,,,,,,,
USW00094728,5/5/2013,2.5,,61,38,80,0,0,,17.8,7.8,,,,,,,,,,,
USW00094728,5/6/2013,1.6,,69,52,86,0,0,,20.6,7.8,,,,,,,,,,,
USW00094728,5/7/2013,2.6,,70,54,86,0,0,,23.3,11.1,,,,,,,,,,,
USW00094728,5/8/2013,2.5,,90,81,97,0,0,,17.2,12.8,,,,,,,,,,,
USW00094728,5/9/2013,1.6,,82,68,96,0,0,,20,12.2,,,,,,1,,,,,
USW00094728,5/10/2013,1.7,,64,43,83,0,0,,26.1,15,,,,,,,,,,,
USW00094728,5/11/2013,1.4,,92,81,97,0,0,,21.1,16.1,,,,,,,,,,,
USW00094728,5/12/2013,3.5,,45,25,80,0,0,,21.1,10.6,,,,,,,,,,,
USW00094728,5/13/2013,3.2,,42,30,61,0,0,,14.4,7.2,,,,,,,,,,,
USW00094728,5/14/2013,2,,38,20,68,0,0,,16.1,5.6,,,,,,,,,,,
USW00094728,5/15/2013,4.5,,61,38,71,0,0,,20.6,11.1,,,,,,,,,,,
USW00094728,5/16/2013,1.6,,48,31,76,0,0,,26.1,16.7,,,,,,,,,,,
USW00094728,5/17/2013,1.6,,39,29,51,0,0,,22.2,14.4,,,,,,,,,,,
USW00094728,5/18/2013,0.9,,67,50,83,0,0,,18.3,13.3,,,,,,,,,,,
USW00094728,5/19/2013,2.1,,94,78,97,0,0,,15,12.8,,,,,,1,,,,,
USW00094728,5/20/2013,0.7,,79,64,97,0,0,,26.1,14.4,,,,,,,,,,,
USW00094728,5/21/2013,2.4,,69,53,87,0,0,,30,20,,,,,,,,,,,
USW00094728,5/22/2013,1.5,,80,69,90,0,0,,25.6,15,,,,,,,,,,,
USW00094728,5/23/2013,2.4,,85,67,97,0,0,,26.7,17.8,,,,,,,,,,,
USW00094728,5/24/2013,2.4,,89,75,97,0,0,,18.3,7.2,,,,,,1,,,,,
USW00094728,5/25/2013,4.1,,73,57,93,0,0,,12.2,7.2,,,,,,1,,,,,
USW00094728,5/26/2013,3.8,,45,30,66,0,0,,18.9,8.9,,,,,,,,,,,
USW00094728,5/27/2013,1.7,,37,24,54,0,0,,22.8,10.6,,,,,,,,,,,
USW00094728,5/28/2013,1.2,,76,45,97,0,0,,20,13.3,,,,,,1,,,,,
USW00094728,5/29/2013,0.7,,74,57,97,0,0,,27.8,14.4,,,,,,,,,,,
USW00094728,5/30/2013,2.3,,54,39,76,0,0,,32.2,22.2,,,,,,,,,,,
USW00094728,5/31/2013,1.8,,54,39,69,0,0,,32.2,23.9,,,,,,,,,,,
USW00094728,6/1/2013,1.7,,61,46,74,0,0,,32.2,22.8,,,,,,,,,,,
USW00094728,6/2/2013,2.7,,64,48,96,0,0,,31.1,20.6,,,,,,1,,,,,
USW00094728,6/3/2013,1.5,,83,45,96,0,0,,25.6,18.9,,,,,,1,,,,,
USW00094728,6/4/2013,2.2,,40,29,58,0,0,,23.9,13.9,,,,,,,,,,,
USW00094728,6/5/2013,1.7,,50,35,84,0,0,,23.3,14.4,,,,,,,,,,,
USW00094728,6/6/2013,2.3,,75,47,93,0,0,,21.1,15,,,,,,,,,,,
USW00094728,6/7/2013,3.8,,95,90,97,0,0,,17.2,15,,,,,,1,,,,,
USW00094728,6/8/2013,1.7,,75,60,97,0,0,,25,13.9,,,,,,1,,,,,
USW00094728,6/9/2013,1,,62,44,84,0,0,,26.7,17.2,,,,,,,,,,,
USW00094728,6/10/2013,2.6,,89,78,97,0,0,,21.1,16.7,,,,,,,,,,,
USW00094728,6/11/2013,2.9,,73,59,97,0,0,,26.7,17.8,,,,,,1,,,,,
USW00094728,6/12/2013,2.4,,52,40,70,0,0,,24.4,18.3,,,,,,,,,,,
USW00094728,6/13/2013,3,,82,57,96,0,0,,20.6,12.8,,,,,,,,,,,
USW00094728,6/14/2013,2.3,,75,53,93,0,0,,22.2,11.7,,,,,,1,,,,,
USW00094728,6/15/2013,1.7,,51,33,75,0,0,,26.7,16.1,,,,,,,,,,,
USW00094728,6/16/2013,1.7,,57,43,76,0,0,,26.7,18.3,,,,,,,,,,,
USW00094728,6/17/2013,1.2,,67,49,82,0,0,,28.9,20.6,,,,,,,,,,,
USW00094728,6/18/2013,1.6,,80,51,96,0,0,,28.9,17.8,,,,,,,,,,,
USW00094728,6/19/2013,2.3,,57,32,93,0,0,,25,15,,,,,,1,,,,,
USW00094728,6/20/2013,1.7,,54,45,66,0,0,,26.7,16.7,,,,,,,,,,,
USW00094728,6/21/2013,2.2,,50,42,63,0,0,,27.8,17.8,,,,,,,,,,,
USW00094728,6/22/2013,1.8,,55,44,63,0,0,,28.9,18.3,,,,,,,,,,,
USW00094728,6/23/2013,2.1,,68,51,88,0,0,,31.1,21.1,,,,,,,,,,,
USW00094728,6/24/2013,1.9,,62,39,88,0,0,,33.3,23.3,,,,,,,,,,,
USW00094728,6/25/2013,1.5,,61,45,82,0,0,,32.8,22.8,,,,,,,,,,,
USW00094728,6/26/2013,1.7,,66,51,79,0,0,,29.4,23.3,,,,,,,,,,,
USW00094728,6/27/2013,1.8,,76,57,94,0,0,,30,22.8,,,,,,,,,,,
USW00094728,6/28/2013,2.3,,72,57,94,0,0,,29.4,22.8,,,,,,1,,,,,
USW00094728,6/29/2013,1.7,,73,58,84,0,0,,28.3,21.7,,,,,,,,,,,
USW00094728,6/30/2013,1.4,,82,65,91,0,0,,30,22.8,,,,,,,,,,,
USW00094728,7/1/2013,1.4,,92,84,97,0,0,,25,22.2,,,,,,,,,,,
USW00094728,7/2/2013,1.2,,87,74,94,0,0,,27.8,22.2,,,,,,1,,,,,
USW00094728,7/3/2013,1.9,,88,76,97,0,0,,28.3,22.8,,,,,,1,,,,,
USW00094728,7/4/2013,1.9,,75,59,96,0,0,,30.6,23.9,,,,,,1,,,,,
USW00094728,7/5/2013,2.2,,67,51,88,0,0,,32.2,24.4,,,,,,,,,,,
USW00094728,7/6/2013,2,,62,45,82,0,0,,33.3,25.6,,,,,,,,,,,
USW00094728,7/7/2013,1.9,,61,51,74,0,0,,33.3,25.6,,,,,,,,,,,
USW00094728,7/8/2013,2.1,,65,46,88,0,0,,31.7,22.8,,,,,,,,,,,
USW00094728,7/9/2013,1.4,,68,53,90,0,0,,31.1,23.3,,,,,,,,,,,
USW00094728,7/10/2013,1.9,,72,59,85,0,0,,29.4,23.9,,,,,,,,,,,
USW00094728,7/11/2013,1.7,,65,47,82,0,0,,28.9,24.4,,,,,,1,,,,,
USW00094728,7/12/2013,4.3,,76,60,96,0,0,,25,20,,,,,,,,,,,
USW00094728,7/13/2013,2.4,,88,74,97,0,0,,27.2,19.4,,,,,,,,,,,
USW00094728,7/14/2013,1.8,,70,52,97,0,0,,32.2,23.3,,,,,,1,,,,,
USW00094728,7/15/2013,1.6,,61,44,79,0,0,,34.4,25.6,,,,,,,,,,,
USW00094728,7/16/2013,2.1,,50,36,69,0,0,,34.4,25,,,,,,,,,,,
USW00094728,7/17/2013,1.5,,55,35,69,0,0,,36.1,26.1,,,,,,,,,,,
USW00094728,7/18/2013,1.7,,52,36,65,0,0,,36.7,27.2,,,,,,,,,,,
USW00094728,7/19/2013,2.3,,59,44,74,0,0,,35.6,28.3,,,,,,,,,,,
USW00094728,7/20/2013,2.6,,58,46,67,0,0,,33.9,27.2,,,,,,,,,,,
USW00094728,7/21/2013,2.1,,56,37,77,0,0,,31.7,24.4,,,,,,,,,,,
USW00094728,7/22/2013,2.2,,80,65,94,0,0,,30,23.9,,,,,,,,,,,
USW00094728,7/23/2013,1.9,,74,55,94,0,0,,30.6,22.8,,,,,,1,,,,,
USW00094728,7/24/2013,2,,59,45,79,0,0,,28.3,20,,,,,,,,,,,
USW00094728,7/25/2013,4,,64,54,84,0,0,,20,17.8,,,,,,,,,,,
USW00094728,7/26/2013,2.3,,58,41,76,0,0,,28.3,18.3,,,,,,,,,,,
USW00094728,7/27/2013,1.5,,66,47,82,0,0,,27.8,21.1,,,,,,,,,,,
USW00094728,7/28/2013,0.9,,80,67,97,0,0,,25.6,21.1,,,,,,1,,,,,
USW00094728,7/29/2013,1.7,,61,35,93,0,0,,29.4,20.6,,,,,,1,,,,,
USW00094728,7/30/2013,1.8,,50,39,63,0,0,,28.3,19.4,,,,,,,,,,,
USW00094728,7/31/2013,1.3,,56,41,68,0,0,,28.3,19.4,,,,,,,,,,,
USW00094728,8/1/2013,1.3,,81,62,93,0,0,,24.4,18.9,,,,,,,,,,,
USW00094728,8/2/2013,2,,61,41,93,0,0,,28.3,19.4,,,,,,1,,,,,
USW00094728,8/3/2013,1.5,,68,53,84,0,0,,25.6,20,,,,,,,,,,,
USW00094728,8/4/2013,2.3,,50,36,76,0,0,,26.7,18.9,,,,,,,,,,,
USW00094728,8/5/2013,1.5,,45,30,67,0,0,,25.6,16.7,,,,,,,,,,,
USW00094728,8/6/2013,1.2,,55,34,73,0,0,,27.8,17.8,,,,,,,,,,,
USW00094728,8/7/2013,2.3,,68,52,81,0,0,,26.7,21.1,,,,,,,,,,,
USW00094728,8/8/2013,2,,89,76,94,0,0,,27.2,21.1,,,,,,,,,,,
USW00094728,8/9/2013,1.9,,83,65,94,0,0,,29.4,23.3,,,,,,,,,,,
USW00094728,8/10/2013,2.2,,56,43,84,0,0,,28.3,21.1,,,,,,,,,,,
USW00094728,8/11/2013,1.1,,54,37,76,0,0,,27.2,18.3,,,,,,,,,,,
USW00094728,8/12/2013,0.9,,73,47,93,0,0,,27.8,21.1,,,,,,,,,,,
USW00094728,8/13/2013,1.2,,83,67,96,0,0,,25,20,,,,,,,,,,,
USW00094728,8/14/2013,2.9,,50,41,76,0,0,,23.3,16.1,,,,,,,,,,,
USW00094728,8/15/2013,1.6,,48,30,72,0,0,,25.6,15,,,,,,,,,,,
USW00094728,8/16/2013,0.9,,52,30,75,0,0,,27.8,17.8,,,,,,,,,,,
USW00094728,8/17/2013,0.9,,51,33,68,0,0,,28.9,17.8,,,,,,,,,,,
USW00094728,8/18/2013,1.3,,58,41,73,0,0,,24.4,20,,,,,,,,,,,
USW00094728,8/19/2013,1.5,,64,48,76,0,0,,26.1,18.9,,,,,,,,,,,
USW00094728,8/20/2013,1.3,,60,37,84,0,0,,31.1,20,,,,,,,,,,,
USW00094728,8/21/2013,1.1,,56,35,74,0,0,,32.2,22.2,,,,,,,,,,,
USW00094728,8/22/2013,1.7,,85,74,94,0,0,,25.6,21.7,,,,,,,,,,,
USW00094728,8/23/2013,2.5,,54,33,81,0,0,,27.8,21.7,,,,,,,,,,,
USW00094728,8/24/2013,2.2,,50,29,70,0,0,,26.7,18.3,,,,,,,,,,,
USW00094728,8/25/2013,1.8,,51,31,78,0,0,,28.3,17.8,,,,,,,,,,,
USW00094728,8/26/2013,2.6,,59,46,91,0,0,,28.9,20,,,,,,1,,,,,
USW00094728,8/27/2013,2.1,,66,48,90,0,0,,30.6,21.7,,,,,,,,,,,
USW00094728,8/28/2013,1.2,,83,57,94,0,0,,30,21.7,,,,,,,,,,,
USW00094728,8/29/2013,2.2,,77,60,91,0,0,,26.7,21.7,,,,,,,,,,,
USW00094728,8/30/2013,1.9,,69,49,82,0,0,,29.4,21.1,,,,,,,,,,,
USW00094728,8/31/2013,2.2,,71,61,84,0,0,,30,22.8,,,,,,,,,,,
USW00094728,9/1/2013,1.1,,78,65,90,0,0,,28.9,23.9,,,,,,,,,,,
USW00094728,9/2/2013,0.4,,83,69,94,0,0,,27.8,23.3,,,,,,,,,,,
USW00094728,9/3/2013,1.3,,65,41,94,0,0,,27.8,20,,,,,,,,,,,
USW00094728,9/4/2013,2.4,,52,35,70,0,0,,27.8,18.3,,,,,,,,,,,
USW00094728,9/5/2013,2.5,,45,27,68,0,0,,26.7,17.8,,,,,,,,,,,
USW00094728,9/6/2013,1.6,,44,28,58,0,0,,22.2,13.9,,,,,,,,,,,
USW00094728,9/7/2013,1.5,,45,27,67,0,0,,26.7,15,,,,,,,,,,,
USW00094728,9/8/2013,2.9,,49,28,63,0,0,,28.3,17.8,,,,,,,,,,,
USW00094728,9/9/2013,1.9,,55,34,68,0,0,,22.8,13.9,,,,,,,,,,,
USW00094728,9/10/2013,2.6,,70,57,84,0,0,,30.6,20,,,,,,,,,,,
USW00094728,9/11/2013,2,,63,49,79,0,0,,35.6,25,,,,,,,,,,,
USW00094728,9/12/2013,1.8,,78,59,94,0,0,,30.6,21.1,,,,,,,,,,,
USW00094728,9/13/2013,2.3,,67,46,93,0,0,,25,15,,,,,,1,,,,,
USW00094728,9/14/2013,2.1,,58,45,67,0,0,,19.4,12.2,,,,,,,,,,,
USW00094728,9/15/2013,1.7,,54,31,75,0,0,,22.8,10.6,,,,,,,,,,,
USW00094728,9/16/2013,2.1,,64,45,87,0,0,,22.8,13.3,,,,,,1,,,,,
USW00094728,9/17/2013,2.1,,48,37,67,0,0,,18.3,10,,,,,,,,,,,
USW00094728,9/18/2013,1.2,,55,32,72,0,0,,22.2,10.6,,,,,,,,,,,
USW00094728,9/19/2013,1.1,,56,32,72,0,0,,25.6,12.8,,,,,,,,,,,
USW00094728,9/20/2013,1.4,,64,43,80,0,0,,26.1,15.6,,,,,,,,,,,
USW00094728,9/21/2013,2,,78,62,93,0,0,,25,16.1,,,,,,1,,,,,
USW00094728,9/22/2013,2.6,,61,42,93,0,0,,20.6,12.2,,,,,,1,,,,,
USW00094728,9/23/2013,1.8,,53,39,71,0,0,,18.9,10,,,,,,,,,,,
USW00094728,9/24/2013,1.8,,50,30,77,0,0,,22.8,8.3,,,,,,,,,,,
USW00094728,9/25/2013,0.8,,55,33,78,0,0,,22.8,11.1,,,,,,,,,,,
USW00094728,9/26/2013,1.6,,72,57,81,0,0,,21.7,14.4,,,,,,,,,,,
USW00094728,9/27/2013,2.1,,64,53,83,0,0,,20.6,13.9,,,,,,,,,,,
USW00094728,9/28/2013,2,,60,41,81,0,0,,22.8,13.3,,,,,,,,,,,
USW00094728,9/29/2013,1.4,,69,44,87,0,0,,22.2,13.9,,,,,,,,,,,
USW00094728,9/30/2013,1.5,,64,38,87,0,0,,23.9,13.3,,,,,,,,,,,
USW00094728,10/1/2013,0.9,,,,,0,0,,27.8,15,,,,,,,,,,,
USW00094728,10/2/2013,1.8,,,,,0,0,,28.3,17.8,,,,,,,,,,,
